"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9VPBDPD5","book","2015","Sumathi, S.; Ashok Kumar, L.; Surekha, P.","Solar PV and Wind Energy Conversion Systems, An Introduction to Theory, Modeling with MATLAB/SIMULINK, and the Role of Soft Computing Techniques","","","","","https://app.dimensions.ai/details/publication/pub.1034314206","This textbook starts with a review of the principles of operation, modeling and control of common solar energy and wind-power generation systems before moving on to discuss grid compatibility, power quality issues and hybrid models of Solar PV and Wind Energy Conversion Systems (WECS). MATLAB/SIMULINK models of fuel cell technology and associated converters are discussed in detail. The impact of soft computing techniques such as neural networks, fuzzy logic, and genetic algorithms in the context of solar and wind energy is explained with practical implementation using MATLAB/SIMULINK models. This book is intended for final year undergraduate, post-graduate and research students interested in understanding the modeling and control of Solar PV and Wind Energy Conversion Systems based on MATLAB/SIMULINK. - Each chapter includes “Learning Objectives” at the start, a “Summary” at the end, and helpful Review Questions - Includes MATLAB/SIMULINK models of different control strategies for power conditioning units in the context of Solar PV - Presents soft computing techniques for Solar PV and WECS, as well as MATLAB/SIMULINK models, e.g. for wind turbine topologies and grid integration - Covers hybrid solar PV and Wind Energy Conversion Systems with converters and MATLAB/SIMULINK models - Reviews harmonic reduction in Solar PV and Wind Energy Conversion Systems in connection with power quality issues - Covers fuel cells and converters with implementation using MATLAB/SIMULINK","2015","2022-05-04 12:25:29","2022-05-16 21:46:30","","","","","","","","","","","","","","","","","","","","","","DOI: 10.1007/978-3-319-14941-7","<p>https://zenodo.org/record/4455182/files/2015_Book_SolarPVAndWindEnergyConversion.pdf</p>","","","excluded; not a primary study","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H2TIF8EV","journalArticle","2015","Sun, X.; Cai, C.; Yang, J.; Shen, X.","Route evaluation for unmanned aerial vehicle based on type-2 fuzzy sets","Engineering Applications of Artificial Intelligence","","","10.1016/j.engappai.2014.11.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921739117&doi=10.1016%2fj.engappai.2014.11.008&partnerID=40&md5=23cdeadc2ab6167aec2f2a45481100ee","","2015","2022-05-04 14:48:07","2022-05-16 21:46:24","","132-145","","","39","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :20</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCX4FSA9","journalArticle","2015","Suresh, C.V.; Sivanagaraju, S.","Analysis and effect of multi-fuel and practical constraints on economic load dispatch in the presence of Unified Power Flow Controller using UDTPSO","Ain Shams Engineering Journal","","","10.1016/j.asej.2014.12.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940447629&doi=10.1016%2fj.asej.2014.12.011&partnerID=40&md5=97fe0ce07a1cf1b615e27ea4280f82b3","","2015","2022-05-04 12:23:59","2022-05-16 21:46:20","","803-817","","3","6","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :8</p>; <p>Export Date: 4 May 2022</p>; <p>https://doi.org/10.1016/j.asej.2014.12.011</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8P975SMM","journalArticle","2015","Suresh, C.V.; Sivanagaraju, S.; Rao, J.V.","Multi-area Multi-fuel Economic–Emission Dispatch Using a Generalized Unified Power Flow Controller Under Practical Constraints","Arabian Journal for Science and Engineering","","","10.1007/s13369-014-1527-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921346335&doi=10.1007%2fs13369-014-1527-3&partnerID=40&md5=95b77314cf994d371aa741c1d2fb3d89","","2015","2022-05-11 14:18:48","2022-05-16 21:46:15","","531-549","","2","40","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :13</p>; <p>Export Date: 11 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDVBSVAP","journalArticle","2015","Trivedi, A.; Srinivasan, D.; Biswas, S.; Reindl, T.","Hybridizing genetic algorithm with differential evolution for solving the unit commitment scheduling problem","Swarm and Evolutionary Computation","","","10.1016/j.swevo.2015.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937524872&doi=10.1016%2fj.swevo.2015.04.001&partnerID=40&md5=7a9820c133860fd0beec916d3e8e4b3c","","2015","2022-05-04 14:48:05","2022-05-16 21:46:09","","50-64","","","23","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :88</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNLRV7R5","journalArticle","2015","Trivedi, A.; Srinivasan, D.; Pal, K.; Saha, C.; Reindl, T.","Enhanced multiobjective evolutionary algorithm based on decomposition for solving the unit commitment problem","IEEE Transactions on Industrial Informatics","","","10.1109/TII.2015.2485520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959253742&doi=10.1109%2fTII.2015.2485520&partnerID=40&md5=1021019dd1674739e119c7c8170473f6","","2015","2022-05-04 14:36:23","2022-05-16 21:46:04","","1346-1357","","6","11","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :55</p>; <p>Export Date: 4 May 2022</p>; <p>http://arxiv.org/abs/1410.4343</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FXSUC6ZB","journalArticle","2015","Udayraj; Mulani, K.; Talukdar, P.; Das, A.; Alagirusamy, R.","Performance analysis and feasibility study of ant colony optimization, particle swarm optimization and cuckoo search algorithms for inverse heat transfer problems","International Journal of Heat and Mass Transfer","","","10.1016/j.ijheatmasstransfer.2015.05.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930629849&doi=10.1016%2fj.ijheatmasstransfer.2015.05.015&partnerID=40&md5=221e05bcd2753786e3a8906785dce2cc","","2015","2022-05-04 12:41:31","2022-05-16 21:45:59","","359-378","","","89","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :59</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YZLC3QW","bookSection","2015","Wang, Shuihua; Zhou, Xingxing; Zhang, Guangshuai; Ji, Genlin; Yang, Jiquan; Zhang, Zheng; Lu, Zeyuan; Zhang, Yudong","Cluster Analysis by Variance Ratio Criterion and Quantum-Behaved PSO","Cloud Computing and Security","","","","https://app.dimensions.ai/details/publication/pub.1051912811","Abstract(Aim) A novel and efficient method based on the quantum-behaved particle swarm was proposed to solve the cluster analysis problem. (Methods) The QPSO was utilized to detect the optimal point of the VAriance RAtio Criterion (VARAC), which was created by us as fitness function in the optimization model. The experimental dataset had 4 groups (400 data in total) with three various degrees of overlapping: non-overlapping, partial overlapping, and intensely overlapping. The proposed QPSO was compared with traditional global optimization algorithms: genetic algorithm (GA), combinatorial particle swarm optimization (CPSO), and firefly algorithm (FA) via running 20 times. (Results) The results demonstrated that QPSO could locate the best VARAC values with the least time among the four algorithms. (Conclusions) We can find that QPSO performs effectively and fast for the problem of cluster analysis.","2015","2022-05-05 17:54:45","2022-05-16 21:45:54","","285-293","","","","","","","","","","","","","","","","","","","","DOI: 10.1007/978-3-319-27051-7_24","","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWCGKUU3","journalArticle","2015","Wen, X.; Guo, L.; Wang, J.","Overview of power dispatch and purchasing plan in power system from energy-saving and emission-reducing","Dianli Xitong Baohu yu Kongzhi/Power System Protection and Control","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930470255&partnerID=40&md5=4d5e2ac42e31e69f71cd6e6d31954e24","","2015","2022-05-04 12:24:05","2022-05-16 21:44:07","","136-144","","9","43","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :12</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXR3ZD29","journalArticle","2015","Wen, X.; Wang, J.; Guo, L.; Yan, W.","Multi-objective stochastic and dynamic model of environmental and economic dispatch considering gas pollution emission risk","Dianli Zidonghua Shebei/Electric Power Automation Equipment","","","10.16081/j.issn.1006-6047.2015.05.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937034956&doi=10.16081%2fj.issn.1006-6047.2015.05.021&partnerID=40&md5=4e7537c872c50d402ec6a85f78f8c724","","2015","2022-05-04 12:24:03","2022-05-16 21:43:59","","131-138","","5","35","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :5</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UG32XZ6H","journalArticle","2015","Xie, Z.; Sun, J.; Palade, V.; Wang, S.; Liu, Y.","Evolutionary sampling: A novel way of machine learning within a probabilistic framework","Information Sciences","","","10.1016/j.ins.2014.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961296956&doi=10.1016%2fj.ins.2014.12.001&partnerID=40&md5=a3fc107812385d1499fab6657cac740b","","2015","2022-05-04 12:33:33","2022-05-16 21:43:55","","262-282","","","299","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :9</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGNE8YE8","journalArticle","2015","Xu, Y.; Zhang, W.; Liu, W.","Distributed dynamic programming-based approach for economic dispatch in smart grids","IEEE Transactions on Industrial Informatics","","","10.1109/TII.2014.2378691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923860100&doi=10.1109%2fTII.2014.2378691&partnerID=40&md5=c066c6a7ead2ca6490f173a56e0dd748","","2015","2022-05-04 14:36:33","2022-05-16 21:43:30","","166-175","","1","11","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :90</p>; <p>Export Date: 4 May 2022</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S27UYSMD","journalArticle","2015","Yao, P.; Wang, H.; Su, Z.","UAV feasible path planning based on disturbed fluid and trajectory propagation","Chinese Journal of Aeronautics","","","10.1016/j.cja.2015.06.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938738738&doi=10.1016%2fj.cja.2015.06.014&partnerID=40&md5=b156420b570f42ba4e1382b8b7ad0d86","","2015","2022-05-04 14:48:04","2022-05-16 21:42:02","","1163-1177","","4","28","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :65</p>; <p>Export Date: 4 May 2022</p>; <p>https://doi.org/10.1016/j.cja.2015.06.014</p>; <p>https://doi.org/10.1016/j.cja.2015.06.014</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FU7PU3A","conferencePaper","2015","Yong, Yoke Leng; Lee, Yunli; Ngo, David","An Investigation into the Recurring Patterns of Forex Time Series Data","2015 IEEE International Symposium on Robotics and Intelligent Sensors (IRIS)","","","10.1109/iris.2015.7451631","https://app.dimensions.ai/details/publication/pub.1093487037","Countless theories have been developed by both researchers and financial analyst in an attempt to explain the fluctuation of forex price. By obtaining an intimate understanding of the forex market, traders will hopefully be able to forecast and react to forex price oscillations on-the-fly towards making a profitable investment. In this paper, an investigation into the underlying theory that there exists repeating patterns within the time series data which forms the basis of technical analysis is conducted. The assumption that certain patterns do develop over time and the forex market does not fluctuate in a random manner is used to establish the fact that history repeats itself in forex trading. The patterns and repetitions unveiled within the forex historical data would be an important element for forex forecasting.","2015","2022-05-04 14:59:20","2022-05-16 21:41:56","","313-317","","","","","","","","","","","","","","","","","","","","","<p>http://eprints.sunway.edu.my/318/1/An%20Investigation%20Into%20the%20Recurring%20Patterns%20of%20Forex%20Time%20Series%20Data.pdf</p>","","","excluded; not an application","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
