Key,Item Type,Publication Year,Author,Title,SourceID,ConferenceID,Publication Title,ISBN,ISSN,DOI,Url,Publication Source,ISIC Section,ISIC Division,ISIC Group,ISIC Class,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Conference Name,SS1,SS2,SS3,SS4,SS5,SS6,SS7,SS8,SS9,SS10,SR1,SR2,SR3,SR4,SR5,SR6,SR7,SR8,SR9,SR10,SR11,SR12,SR13,SR14,SR15,SR16,SSTOTAL,SRTOTAL,SAFETY CHECK SS2,SAFETY CHECK SS4,SAFETY CHECK SS8,SAFETY CHECK SR8,SAFETY CHECK SR10,SAFETY CHECK SR12,SAFETY CHECK SR15,Column1,Column2
QNQD78GT,journalArticle,2015,"Zhang, X.; Gao, H.; Huang, H.",Screw Performance Degradation Assessment Based on Quantum Genetic Algorithm and Dynamic Fuzzy Neural Network,,,Shock and Vibration,,,10.1155/2015/150797,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946022577&doi=10.1155%2f2015%2f150797&partnerID=40&md5=7e73ef5d0d100f8f725b0e123ff00277,Journal,C,33,331,3312,,2015,5/4/2022 12:24,5/16/2022 21:41,,,,,2015,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.6,OK,OK,OK,OK,OK,OK,OK,,
RFH8TU2A,journalArticle,2015,"Jiao, R.; Li, B.; Li, Y.; Zhu, L.",An Enhanced Quantum-Behaved Particle Swarm Algorithm for Reactive Power Optimization considering Distributed Generation Penetration,13082,,Mathematical Problems in Engineering,,,10.1155/2015/342080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941710655&doi=10.1155%2f2015%2f342080&partnerID=40&md5=8958d899f573f975d395a701bfe24fce,Journal,D,35,351,3510,,2015,5/4/2022 12:24,5/16/2022 21:57,,,,,2015,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
GS4IGQJW,journalArticle,2013,"Cui, L.; Wang, L.; Deng, J.; Zhang, J.",A new improved quantum evolution algorithm with local search procedure for capacitated vehicle routing problem,13082,,Mathematical Problems in Engineering,,,10.1155/2013/159495,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893866593&doi=10.1155%2f2013%2f159495&partnerID=40&md5=2371a97f86d13a9ae51283637662245b,Journal,H,52,522,5229,,2013,5/4/2022 12:24,5/16/2022 22:33,,,,,2013,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
L7JPYVX7,journalArticle,2012,"Liao, G.-C.",Solve environmental economic dispatch of Smart MicroGrid containing distributed generation system - Using chaotic quantum genetic algorithm,,,International Journal of Electrical Power and Energy Systems,,,10.1016/j.ijepes.2012.06.040,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863760597&doi=10.1016%2fj.ijepes.2012.06.040&partnerID=40&md5=f6ae7bb3801a7189d00cfc160e578332,Journal,D,35,351,3510,,2012,5/4/2022 12:25,5/16/2022 22:35,,779-787,,1,43,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.444444444,0.6,OK,OK,OK,OK,OK,OK,OK,,
HAVCTBC5,journalArticle,2019,"Meraihi, Y.; Ramdane-Cherif, A.; Mahseur, M.; Acheli, D.",A hybrid quantum evolutionary algorithm with cuckoo search algorithm for QoS multicast routing problem,,,International Journal of Communication Networks and Distributed Systems,,,10.1504/IJCNDS.2019.098873,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064256490&doi=10.1504%2fIJCNDS.2019.098873&partnerID=40&md5=35a3d1a71ecf33e492707a23f99aeff8,Journal,J,63,631,6311,,2019,5/4/2022 12:33,5/16/2022 15:47,,329-361,,3,22,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,YES,N/A,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.777777778,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
P7EMU5IT,journalArticle,2018,"Liu, M.; Yi, S.; Wen, P.",Quantum-inspired hybrid algorithm for integrated process planning and scheduling,,,"Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture",,,10.1177/0954405416661006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045421202&doi=10.1177%2f0954405416661006&partnerID=40&md5=6888d6d3a7be6df60391e2e4c544509d,Journal,M,70,701,7010,,2018,5/4/2022 12:33,5/16/2022 20:11,,1105-1122,,6,232,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.666666667,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
DK223M3S,conferencePaper,2017,"Mahseur, M.; Meraihi, Y.; Boukra, A.; Ramdane-Cherif, A.",QoS multicast routing based on a hybrid quantum evolutionary algorithm with firefly algorithm,,,,,,10.1109/ICEE-B.2017.8192154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046697353&doi=10.1109%2fICEE-B.2017.8192154&partnerID=40&md5=32521ae74f617861cca716289a7c00ee,Conference,J,63,631,6311,,2017,5/4/2022 12:33,5/16/2022 20:49,,1-6,,,2017-January,,,,,,,,,,,,,Scopus,,,,,,,,included,,,"2017 5th International Conference on Electrical Engineering - Boumerdes, ICEE-B 2017",YES,YES,NO,YES,YES,N/A,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
TH3I278Y,bookSection,2018,"Mahseur, Mohammed; Boukra, Abdelmadjid; Meraihi, Yassine",Improved Quantum Chaotic Animal Migration Optimization Algorithm for QoS Multicast Routing Problem,,,Computational Intelligence and Its Applications,,,,https://app.dimensions.ai/details/publication/pub.1103353270,Conference,J,63,631,6311,"In recent years, we are witnessing the spread of many and various modern real-time applications implemented on computer networks such as video conferencing, distance education, online games, and video streaming. These applications require the high quality of different network resources such as bandwidth, delay, jitter, and packet loss rate. In this paper, we propose an improved quantum chaotic animal migration optimization algorithm to solve the multicast routing problem (Multi-Constrained Least Cost MCLC). We used a quantum representation of the solutions that allow the use of the original AMO version without discretization, as well as improving AMO by introducing chaotic map to determine the random numbers. These two contributions improve the diversification and intensification of the algorithm. The simulation results show that our proposed algorithm has a good scalability and efficiency compared with other existing algorithms in the literature.",2018,5/4/2022 12:34,5/16/2022 19:11,,128-139,,,,,,,,,,,,,,,,,,,,DOI: 10.1007/978-3-319-89743-1_12,,,,included,,,,YES,YES,NO,YES,YES,N/A,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.777777778,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
MAM6NMPZ,journalArticle,2020,"Peng, Y.; Lei, K.; Yang, X.; Peng, J.",Improved Chaotic Quantum-Behaved Particle Swarm Optimization Algorithm for Fuzzy Neural Network and Its Application,13082,,Mathematical Problems in Engineering,,,10.1155/2020/9464593,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083027002&doi=10.1155%2f2020%2f9464593&partnerID=40&md5=88c2f124e2571a64d568b3b82001130f,Journal,E,36,360,3600,,2020,5/4/2022 12:41,5/15/2022 20:09,,,,,2020,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,N/A,NO,0.75,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
6IQEVI38,journalArticle,2017,"Wang, X.; Liu, S.; Liu, Z.",Underwater sonar image detection: A combination of nonlocal spatial information and quantum-inspired shuoed frog leaping algorithm,10600153309,,PLoS ONE,,,10.1371/journal.pone.0177666,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019628007&doi=10.1371%2fjournal.pone.0177666&partnerID=40&md5=37c5fc7e7fa3650e7163d1d89feb605c,Journal,M,71,711,7110,,2017,5/4/2022 12:41,5/16/2022 20:38,,,,5,12,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.625,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
L49EQ826,journalArticle,2017,"Xue, T.; Li, R.; Tokgo, M.; Ri, J.; Han, G.",Trajectory planning for autonomous mobile robot using a hybrid improved QPSO algorithm,28554,,Soft Computing,,,10.1007/s00500-015-1956-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949526174&doi=10.1007%2fs00500-015-1956-2&partnerID=40&md5=6cf09d4346643460b51e0ebbcd8624a2,Journal,H,52,522,5229,,2017,5/4/2022 12:41,5/16/2022 20:35,,2421-2437,,9,21,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.777777778,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
UZH5NU2D,journalArticle,2016,"Singh, M.R.; Mahapatra, S.S.",A quantum behaved particle swarm optimization for flexible job shop scheduling,18164,,Computers and Industrial Engineering,,,10.1016/j.cie.2015.12.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953874512&doi=10.1016%2fj.cie.2015.12.004&partnerID=40&md5=409750fdaee8ae1cdf95a227b76f59d3,Journal,M,70,701,7010,,2016,5/4/2022 12:41,5/16/2022 21:12,,36-44,,,93,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.6,OK,OK,OK,OK,OK,OK,OK,,
PQJTCQTZ,journalArticle,2016,"Turgut, O.E.",Hybrid Chaotic Quantum behaved Particle Swarm Optimization algorithm for thermal design of plate fin heat exchangers,28065,,Applied Mathematical Modelling,,,10.1016/j.apm.2015.05.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959376871&doi=10.1016%2fj.apm.2015.05.003&partnerID=40&md5=e515253cb57940723e287d08f27d37c2,Journal,C,28,281,2819,,2016,5/4/2022 12:41,5/16/2022 21:08,,50-69,,1,40,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.6,OK,OK,OK,OK,OK,OK,OK,,
A44RMWK4,journalArticle,2021,"Najaran, Mohammad Hassan Tayarani",How to exploit fitness landscape properties of timetabling problem: A new operator for quantum evolutionary algorithm,24201,,Expert Systems with Applications,,09574174,10.1016/j.eswa.2020.114211,https://linkinghub.elsevier.com/retrieve/pii/S0957417420309386,Journal,M,70,701,7010,"The ﬁtness landscape of the timetabling problems is analyzed in this paper to provide some insight into the properties of the problem. The analyses suggest that the good solutions are clustered in the search space and there is a correlation between the ﬁtness of a local optimum and its distance to the best solution. Inspired by these ﬁndings, a new operator for Quantum Evolutionary Algorithms is proposed which, during the search process, collects information about the ﬁtness landscape and tried to capture the backbone structure of the landscape. The knowledge it has collected is used to guide the search process towards a better region in the search space. The proposed algorithm consists of two phases. The ﬁrst phase uses a tabu mechanism to collect information about the ﬁtness landscape. In the second phase, the collected data are processed to guide the algorithm towards better regions in the search space. The algorithm clusters the good solutions it has found in its previous search process. Then when the population is converged and trapped in a local optimum, it is divided into sub-populations and each sub-population is designated to a cluster. The information in the database is then used to reinitialize the q-individuals, so they represent better regions in the search space. This way the population maintains diversity and by capturing the ﬁtness landscape structure, the algorithm is guided towards better regions in the search space. The algorithm is compared with some state-ofthe-art algorithms from PATAT competition conferences and experimental results are presented.",2021-04,5/4/2022 14:30,5/13/2022 22:40,5/4/2022 14:30,114211,,,168,,Expert Systems with Applications,How to exploit fitness landscape properties of timetabling problem,,,,,,,en,,,,,DOI.org (Crossref),,,,C:\Users\cfpgo\Zotero\storage\AKDUX97Q\Najaran - 2021 - How to exploit fitness landscape properties of tim.pdf,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,N/A,NO,0.875,0.6,OK,OK,OK,OK,OK,OK,OK,,
Y93BVHQ4,journalArticle,2020,"Bodha, K.D.; Yadav, V.K.; Mukherjee, V.",Formulation and application of quantum-inspired tidal firefly technique for multiple-objective mixed cost-effective emission dispatch,24800,,Neural Computing and Applications,,,10.1007/s00521-019-04433-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071144111&doi=10.1007%2fs00521-019-04433-0&partnerID=40&md5=57a6bae743b507a6ee23bff396bcd1b2,Journal,D,35,351,3510,,2020,5/4/2022 14:35,5/16/2022 14:51,,9217-9232,,13,32,,,,,,,,,,,,,Scopus,,,,,,C:\Users\cfpgo\Zotero\storage\HASC6BEC\Bodha et al. - 2020 - Formulation and application of quantum-inspired ti.pdf,,included,Economic power dispatch; Emission penalty cost; Firefly algorithm (FA); Max to max penalty factor; Quantum-inspired tidal firefly algorithm (QITFA); Tidal firefly algorithm (TFA),,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.666666667,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
2T42FUMG,journalArticle,2020,"Gao, X.; Ding, D.; Yang, S.; Huang, M.",Application of a Chaotic Quantum Bee Colony and Support Vector Regression to Multipeak Maximum Power Point Tracking Control Method under Partial Shading Conditions,14500154706,,International Journal of Computational Intelligence and Applications,,,10.1142/S1469026820500145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091901460&doi=10.1142%2fS1469026820500145&partnerID=40&md5=9de8a0405fd4d452799d53b9691c3f35,Journal,D,35,351,3510,,2020,5/4/2022 14:35,5/16/2022 14:35,,,,2,19,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,NO,0.75,0.533333333,OK,OK,OK,OK,OK,OK,OK,,
3C7FZBTS,journalArticle,2015,"Zhang, Y.; Iu, H.H.-C.; Fernando, T.; Yao, F.; Emami, K.",Cooperative dispatch of BESS and wind power generation considering carbon emission limitation in Australia,144912,,IEEE Transactions on Industrial Informatics,,,10.1109/TII.2015.2479577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959221130&doi=10.1109%2fTII.2015.2479577&partnerID=40&md5=f045857b246b6efb635077356802f090,Journal,D,35,351,3510,,2015,5/4/2022 14:36,5/16/2022 21:38,,1313-1323,,6,11,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,N/A,NO,0.625,0.6,OK,OK,OK,OK,OK,OK,OK,,
UUUPZZW7,journalArticle,2021,"Zhu, K.; Wang, K.; Zheng, X.; Li, Y.; Liu, J.",Day-ahead optimal strategy for commercial air-conditioning load under time-of-use and demand pricing plan,21100241220,,International Transactions on Electrical Energy Systems,,,10.1002/2050-7038.12929,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105432898&doi=10.1002%2f2050-7038.12929&partnerID=40&md5=2d2b791e1320bfb0ec8e015f78c9d3ed,Journal,M,71,711,7110,,2021,5/4/2022 14:46,5/13/2022 21:16,,,,7,31,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.75,0.8,OK,OK,OK,OK,OK,OK,OK,,
VUUX3YTR,journalArticle,2021,"Wang, Y.; Li, K.; Han, Y.; Yan, X.",Distributed multi-UAV cooperation for dynamic target tracking optimized by an SAQPSO algorithm,29805,,ISA Transactions,,,10.1016/j.isatra.2021.12.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122086191&doi=10.1016%2fj.isatra.2021.12.014&partnerID=40&md5=53e7d5599abb0a6cdd6f85b5a9347063,Journal,M,71,711,7110,,2021,5/4/2022 14:46,5/13/2022 21:32,,,,,,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,NO,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,YES,0.444444444,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
C3XKKGZ2,journalArticle,2020,"Lim, H.S.; Chin, C.K.H.; Chai, S.; Bose, N.",Online AUV path replanning using quantum-behaved particle swarm optimization with selective differential evolution,28642,,CMES - Computer Modeling in Engineering and Sciences,,,10.32604/cmes.2020.011648,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091394209&doi=10.32604%2fcmes.2020.011648&partnerID=40&md5=8f5f0cc2423142743159c3e080e60104,Journal,M,71,711,7110,,2020,5/4/2022 14:46,5/15/2022 20:19,,33-50,,1,125,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,YES,0.777777778,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
FVNPNLYA,journalArticle,2020,"Huang, C.; Fei, J.; Deng, W.",A Novel Route Planning Method of Fixed-Wing Unmanned Aerial Vehicle Based on Improved QPSO,21100374601,,IEEE Access,,,10.1109/ACCESS.2020.2984236,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083690689&doi=10.1109%2fACCESS.2020.2984236&partnerID=40&md5=91940ca86388ae4fa9707ee9303d8d26,Journal,M,71,711,7110,,2020,5/4/2022 14:46,5/16/2022 14:30,,65071-65084,,,8,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,YES,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.75,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
UFIEB7BC,journalArticle,2019,"Li, Z.; Liu, W.; Gao, L.-E.; Li, L.; Zhang, F.",Path Planning Method for AUV Docking Based on Adaptive Quantum-Behaved Particle Swarm Optimization,21100374601,,IEEE Access,,,10.1109/ACCESS.2019.2922689,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068234067&doi=10.1109%2fACCESS.2019.2922689&partnerID=40&md5=d51cfed287b2957b25dfdbe38832187e,Journal,M,71,711,7110,,2019,5/4/2022 14:47,5/16/2022 16:12,,78665-78674,,,7,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,N/A,YES,0.555555556,0.733333333,OK,OK,OK,OK,OK,OK,OK,,
SMKQJ9FR,journalArticle,2019,"Hu, C.; Xia, Y.; Zhang, J.",Adaptive operator quantum-behaved pigeon-inspired optimization algorithm with application to UAV path planning,21100199795,,Algorithms,,,10.3390/a12010003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060350200&doi=10.3390%2fa12010003&partnerID=40&md5=d06c924a0285c7d282fba9688998d79e,Journal,M,71,711,7110,,2019,5/4/2022 14:47,5/16/2022 16:20,,,,1,12,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.555555556,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
HYAYFWF2,journalArticle,2017,"Jiang, H.; Zhang, Y.; Xu, H.",Optimal allocation of cooperative jamming resource based on hybrid quantum-behaved particle swarm optimisation and genetic algorithm,5700165202,,"IET Radar, Sonar and Navigation",,,10.1049/iet-rsn.2016.0119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017408679&doi=10.1049%2fiet-rsn.2016.0119&partnerID=40&md5=372ddce18ad63fe5ff8337a93adfcda4,Journal,O,84,842,8422,,2017,5/4/2022 14:47,5/16/2022 20:54,,185-192,,1,11,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,NO,NO,YES,N/A,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,NO,0.444444444,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
JJWURKAQ,journalArticle,2016,"Xu, L.; Qian, F.; Li, Y.; Li, Q.; Yang, Y.-W.; Xu, J.",Resource allocation based on quantum particle swarm optimization and RBF neural network for overlay cognitive OFDM System,24807,,Neurocomputing,,,10.1016/j.neucom.2015.08.083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959359005&doi=10.1016%2fj.neucom.2015.08.083&partnerID=40&md5=d110981e15dd58af7f72d128e3a1b9b4,Journal,J,60,601,6010,,2016,5/4/2022 14:48,5/16/2022 21:07,,1250-1256,,,173,,,,,,,,,,,,,Scopus,,,,,,,,included,,,,YES,YES,NO,YES,N/A,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,N/A,YES,0.444444444,0.666666667,OK,OK,OK,OK,OK,OK,OK,,
